continent,location,date,population,new_vaccinations,TotalVaccinated,Vaccine_percentage
Europe,Austria,2020-11-19,8922082,,,
Europe,Austria,2020-11-20,8922082,,,
Europe,Austria,2020-11-21,8922082,,,
Europe,Austria,2020-11-22,8922082,,,
Europe,Austria,2020-11-23,8922082,,,
Europe,Austria,2020-11-24,8922082,,,
Europe,Austria,2020-11-25,8922082,,,
Europe,Austria,2020-11-26,8922082,,,
Europe,Austria,2020-11-27,8922082,,,
Europe,Austria,2020-11-28,8922082,,,
Europe,Austria,2020-11-29,8922082,,,
Europe,Austria,2020-11-30,8922082,,,
Europe,Austria,2020-12-01,8922082,,,
Europe,Austria,2020-12-02,8922082,,,
Europe,Austria,2020-12-03,8922082,,,
Europe,Austria,2020-12-04,8922082,,,
Europe,Austria,2020-12-05,8922082,,,
Europe,Austria,2020-12-06,8922082,,,
Europe,Austria,2020-12-07,8922082,,,
Europe,Austria,2020-12-08,8922082,,,
Europe,Austria,2020-12-09,8922082,,,
Europe,Austria,2020-12-10,8922082,,,
Europe,Austria,2020-12-11,8922082,,,
Europe,Austria,2020-12-12,8922082,,,
Europe,Austria,2020-12-13,8922082,,,
Europe,Austria,2020-12-14,8922082,,,
Europe,Austria,2020-12-15,8922082,,,
Europe,Austria,2020-12-16,8922082,,,
Europe,Austria,2020-12-17,8922082,,,
Europe,Austria,2020-12-18,8922082,,,
Europe,Austria,2020-12-19,8922082,,,
Europe,Austria,2020-12-20,8922082,,,
Europe,Austria,2020-12-21,8922082,,,
Europe,Austria,2020-12-22,8922082,,,
Europe,Austria,2020-12-23,8922082,,,
Europe,Austria,2020-12-24,8922082,,,
Europe,Austria,2020-12-25,8922082,,,
Europe,Austria,2020-12-26,8922082,,,
Europe,Austria,2020-12-27,8922082,,,
Europe,Austria,2020-12-28,8922082,1345,1345,0.015074956719743215
Europe,Austria,2020-12-29,8922082,1694,3039,0.03406155648423765
Europe,Austria,2020-12-30,8922082,1429,4468,0.050077997489823563
Europe,Austria,2020-12-31,8922082,25,4493,0.050358201146324368
Europe,Austria,2021-01-01,8922082,19,4512,0.050571155925264975
Europe,Austria,2021-01-02,8922082,31,4543,0.05091860845932597
Europe,Austria,2021-01-03,8922082,22,4565,0.051165187677046677
Europe,Austria,2021-01-04,8922082,149,4714,0.052835201469791468
Europe,Austria,2021-01-05,8922082,1845,6559,0.07351423131955076
Europe,Austria,2021-01-06,8922082,885,7444,0.083433440759679192
Europe,Austria,2021-01-07,8922082,3330,10774,0.12075656780558618
Europe,Austria,2021-01-08,8922082,13338,24112,0.27025082262189476
Europe,Austria,2021-01-09,8922082,4581,28693,0.32159534063910195
Europe,Austria,2021-01-10,8922082,2274,30967,0.347082665234415
Europe,Austria,2021-01-11,8922082,5787,36754,0.41194420764122097
Europe,Austria,2021-01-12,8922082,15164,51918,0.58190453752834825
Europe,Austria,2021-01-13,8922082,16270,68188,0.764261077179071
Europe,Austria,2021-01-14,8922082,17148,85336,0.95645836924610206
Europe,Austria,2021-01-15,8922082,18730,104066,1.1663869486965037
Europe,Austria,2021-01-16,8922082,6945,111011,1.244227524472427
Europe,Austria,2021-01-17,8922082,5766,116777,1.3088536958077723
Europe,Austria,2021-01-18,8922082,11669,128446,1.4396415545160872
Europe,Austria,2021-01-19,8922082,26468,154914,1.7362987697266175
Europe,Austria,2021-01-20,8922082,23938,178852,2.004599374899267
Europe,Austria,2021-01-21,8922082,20116,198968,2.2300624450660731
Europe,Austria,2021-01-22,8922082,11723,210691,2.3614555436724296
Europe,Austria,2021-01-23,8922082,3216,213907,2.3975009420446933
Europe,Austria,2021-01-24,8922082,1300,215207,2.4120715321827348
Europe,Austria,2021-01-25,8922082,1573,216780,2.4297019462497653
Europe,Austria,2021-01-26,8922082,8861,225641,2.52901733025991
Europe,Austria,2021-01-27,8922082,8196,233837,2.6208792970071335
Europe,Austria,2021-01-28,8922082,10131,243968,2.7344290267675193
Europe,Austria,2021-01-29,8922082,15270,259238,2.9055774201582096
Europe,Austria,2021-01-30,8922082,3793,263031,2.9480899189225118
Europe,Austria,2021-01-31,8922082,1463,264494,2.9644874369009386
Europe,Austria,2021-02-01,8922082,4890,269384,3.0192952721124957
Europe,Austria,2021-02-02,8922082,17852,287236,3.2193830991465897
Europe,Austria,2021-02-03,8922082,18616,305852,3.4280339499233472
Europe,Austria,2021-02-04,8922082,21163,327015,3.6652319492244074
Europe,Austria,2021-02-05,8922082,21658,348673,3.9079779809241835
Europe,Austria,2021-02-06,8922082,9293,357966,4.0121352841186617
Europe,Austria,2021-02-07,8922082,5097,363063,4.0692632056060454
Europe,Austria,2021-02-08,8922082,9975,373038,4.1810644645498662
Europe,Austria,2021-02-09,8922082,19994,393032,4.4051601408729493
Europe,Austria,2021-02-10,8922082,22423,415455,4.6564804044616492
Europe,Austria,2021-02-11,8922082,25246,440701,4.93944126494242
Europe,Austria,2021-02-12,8922082,27298,467999,5.2454012415487776
Europe,Austria,2021-02-13,8922082,10615,478614,5.3643757140990189
Europe,Austria,2021-02-14,8922082,2128,480742,5.3882266493403668
Europe,Austria,2021-02-15,8922082,7281,488023,5.4698331622596612
Europe,Austria,2021-02-16,8922082,14948,502971,5.6373725325546218
Europe,Austria,2021-02-17,8922082,20015,522986,5.8617035799491646
Europe,Austria,2021-02-18,8922082,20276,543262,6.088959953517576
Europe,Austria,2021-02-19,8922082,21772,565034,6.3329837138909957
Europe,Austria,2021-02-20,8922082,13203,578237,6.4809648689621993
Europe,Austria,2021-02-21,8922082,6110,584347,6.5494466426109952
Europe,Austria,2021-02-22,8922082,7154,591501,6.6296297209552657
Europe,Austria,2021-02-23,8922082,15249,606750,6.8005427432744963
Europe,Austria,2021-02-24,8922082,20253,627003,7.0275413294789271
Europe,Austria,2021-02-25,8922082,20405,647408,7.2562435539148815
Europe,Austria,2021-02-26,8922082,29864,677272,7.5909636338244821
Europe,Austria,2021-02-27,8922082,25410,702682,7.8757626302918977
Europe,Austria,2021-02-28,8922082,10315,712997,7.99137465896413
Europe,Austria,2021-03-01,8922082,9143,722140,8.0938507402196027
Europe,Austria,2021-03-02,8922082,26057,748197,8.38590140731726
Europe,Austria,2021-03-03,8922082,28592,776789,8.7063647251841
Europe,Austria,2021-03-04,8922082,28034,804823,9.02057389743784
Europe,Austria,2021-03-05,8922082,37821,842644,9.4444771971385144
Europe,Austria,2021-03-06,8922082,28463,871107,9.7634946641378111
Europe,Austria,2021-03-07,8922082,12123,883230,9.8993710212481787
Europe,Austria,2021-03-08,8922082,11917,895147,10.032938500228983
Europe,Austria,2021-03-09,8922082,28940,924087,10.357302252994312
Europe,Austria,2021-03-10,8922082,29485,953572,10.68777444547136
Europe,Austria,2021-03-11,8922082,45509,999081,11.197845973619163
Europe,Austria,2021-03-12,8922082,59556,1058637,11.865358332281636
Europe,Austria,2021-03-13,8922082,52978,1111615,12.459143504845619
Europe,Austria,2021-03-14,8922082,31513,1143128,12.812345817938011
Europe,Austria,2021-03-15,8922082,21506,1164634,13.053388211406261
Europe,Austria,2021-03-16,8922082,29035,1193669,13.378816738066293
Europe,Austria,2021-03-17,8922082,35212,1228881,13.773477984174546
Europe,Austria,2021-03-18,8922082,35465,1264346,14.170974891286587
Europe,Austria,2021-03-19,8922082,54831,1319177,14.785528758870406
Europe,Austria,2021-03-20,8922082,47986,1367163,15.323362865304309
Europe,Austria,2021-03-21,8922082,15806,1382969,15.500518825090376
Europe,Austria,2021-03-22,8922082,16445,1399414,15.684836790336606
Europe,Austria,2021-03-23,8922082,36776,1436190,16.097027577195547
Europe,Austria,2021-03-24,8922082,40661,1476851,16.552762012274712
Europe,Austria,2021-03-25,8922082,47119,1523970,17.08087865590117
Europe,Austria,2021-03-26,8922082,52145,1576115,17.665327442630545
Europe,Austria,2021-03-27,8922082,42161,1618276,18.137874097099758
Europe,Austria,2021-03-28,8922082,14936,1633212,18.305278969639595
Europe,Austria,2021-03-29,8922082,27262,1660474,18.610835452980591
Europe,Austria,2021-03-30,8922082,42217,1702691,19.08400976364037
Europe,Austria,2021-03-31,8922082,36008,1738699,19.487592694171607
Europe,Austria,2021-04-01,8922082,42911,1781610,19.968545458335846
Europe,Austria,2021-04-02,8922082,44944,1826554,20.472284383846731
Europe,Austria,2021-04-03,8922082,22259,1848813,20.721766511448784
Europe,Austria,2021-04-04,8922082,10282,1859095,20.837008671294434
Europe,Austria,2021-04-05,8922082,12896,1871991,20.981548925463812
Europe,Austria,2021-04-06,8922082,38983,1910974,21.418476091118642
Europe,Austria,2021-04-07,8922082,56871,1967845,22.05589457707293
Europe,Austria,2021-04-08,8922082,74358,2042203,22.8893099166764
Europe,Austria,2021-04-09,8922082,80042,2122245,23.786432359621891
Europe,Austria,2021-04-10,8922082,66445,2188690,24.531157637869725
Europe,Austria,2021-04-11,8922082,26451,2215141,24.827624314593834
Europe,Austria,2021-04-12,8922082,35848,2250989,25.229413941723465
Europe,Austria,2021-04-13,8922082,46064,2297053,25.745705991045586
Europe,Austria,2021-04-14,8922082,69164,2366217,26.520906218974449
Europe,Austria,2021-04-15,8922082,75791,2442008,27.370382832168545
Europe,Austria,2021-04-16,8922082,71694,2513702,28.17393967013529
Europe,Austria,2021-04-17,8922082,59000,2572702,28.835220299477182
Europe,Austria,2021-04-18,8922082,19595,2592297,29.054843925442515
Europe,Austria,2021-04-19,8922082,32504,2624801,29.419153511478598
Europe,Austria,2021-04-20,8922082,46387,2671188,29.939065792042708
Europe,Austria,2021-04-21,8922082,64525,2735713,30.662271429471282
Europe,Austria,2021-04-22,8922082,72177,2807890,31.471241802081622
Europe,Austria,2021-04-23,8922082,69631,2877521,32.251676234313919
Europe,Austria,2021-04-24,8922082,41098,2918619,32.712308629308716
Europe,Austria,2021-04-25,8922082,28372,2946991,33.03030615499835
Europe,Austria,2021-04-26,8922082,31642,2978633,33.384954318958286
Europe,Austria,2021-04-27,8922082,49182,3027815,33.936193368319188
Europe,Austria,2021-04-28,8922082,59583,3087398,34.604008346930684
Europe,Austria,2021-04-29,8922082,77653,3165051,35.474354528460957
Europe,Austria,2021-04-30,8922082,82450,3247501,36.398466187600611
Europe,Austria,2021-05-01,8922082,42843,3290344,36.878656797819161
Europe,Austria,2021-05-02,8922082,17038,3307382,37.069621193797595
Europe,Austria,2021-05-03,8922082,30187,3337569,37.407961504949185
Europe,Austria,2021-05-04,8922082,62591,3400160,38.109490587510855
Europe,Austria,2021-05-05,8922082,79642,3479802,39.002129771952333
Europe,Austria,2021-05-06,8922082,99138,3578940,40.113282975879393
Europe,Austria,2021-05-07,8922082,111086,3690026,41.358351111321326
Europe,Austria,2021-05-08,8922082,53585,3743611,41.958939628665149
Europe,Austria,2021-05-09,8922082,19350,3762961,42.175817258796769
Europe,Austria,2021-05-10,8922082,44375,3807336,42.673178749085693
Europe,Austria,2021-05-11,8922082,67590,3874926,43.430737354801266
Europe,Austria,2021-05-12,8922082,102662,3977588,44.581388066148683
Europe,Austria,2021-05-13,8922082,35254,4012842,44.976520054399863
Europe,Austria,2021-05-14,8922082,92252,4105094,46.010493963180345
Europe,Austria,2021-05-15,8922082,61526,4166620,46.700086369975082
Europe,Austria,2021-05-16,8922082,24771,4191391,46.977723360982338
Europe,Austria,2021-05-17,8922082,48548,4239939,47.521856445614375
Europe,Austria,2021-05-18,8922082,71520,4311459,48.323463066131872
Europe,Austria,2021-05-19,8922082,107801,4419260,49.5317124411096
Europe,Austria,2021-05-20,8922082,113419,4532679,50.802929181776179
Europe,Austria,2021-05-21,8922082,114115,4646794,52.081946792239755
Europe,Austria,2021-05-22,8922082,60668,4707462,52.761922609543376
Europe,Austria,2021-05-23,8922082,30191,4737653,53.100307753280006
Europe,Austria,2021-05-24,8922082,25825,4763478,53.389758130445344
Europe,Austria,2021-05-25,8922082,56477,4819955,54.022760606773168
Europe,Austria,2021-05-26,8922082,94827,4914782,55.085595492173248
Europe,Austria,2021-05-27,8922082,101278,5016060,56.220734129096769
Europe,Austria,2021-05-28,8922082,112595,5128655,57.4827153572451
Europe,Austria,2021-05-29,8922082,63856,5192511,58.198422744825706
Europe,Austria,2021-05-30,8922082,38857,5231368,58.633937684051773
Europe,Austria,2021-05-31,8922082,45121,5276489,59.139660451450681
Europe,Austria,2021-06-01,8922082,92881,5369370,60.180684284228725
Europe,Austria,2021-06-02,8922082,145669,5515039,61.813363741781345
Europe,Austria,2021-06-03,8922082,70303,5585342,62.601330048300383
Europe,Austria,2021-06-04,8922082,112048,5697390,63.857180420444472
Europe,Austria,2021-06-05,8922082,64435,5761825,64.57937732470964
Europe,Austria,2021-06-06,8922082,54252,5816077,65.187441675608909
Europe,Austria,2021-06-07,8922082,59084,5875161,65.849663789236629
Europe,Austria,2021-06-08,8922082,93439,5968600,66.89694176762778
Europe,Austria,2021-06-09,8922082,119255,6087855,68.233569249867912
Europe,Austria,2021-06-10,8922082,123621,6211476,69.619131498679337
Europe,Austria,2021-06-11,8922082,133438,6344914,71.114724119325516
Europe,Austria,2021-06-12,8922082,70945,6415859,71.909886055743485
Europe,Austria,2021-06-13,8922082,38341,6454200,72.339617591499376
Europe,Austria,2021-06-14,8922082,50215,6504415,72.9024346559469
Europe,Austria,2021-06-15,8922082,88061,6592476,73.88943522375159
Europe,Austria,2021-06-16,8922082,122368,6714844,75.2609536652992
Europe,Austria,2021-06-17,8922082,117145,6831989,76.573931958930658
Europe,Austria,2021-06-18,8922082,115199,6947188,77.8650991999401
Europe,Austria,2021-06-19,8922082,68250,7015438,78.630055182187292
Europe,Austria,2021-06-20,8922082,37772,7053210,79.053409282721233
Europe,Austria,2021-06-21,8922082,53811,7107021,79.656530841119817
Europe,Austria,2021-06-22,8922082,93533,7200554,80.7048623852594
Europe,Austria,2021-06-23,8922082,113939,7314493,81.981907361981214
Europe,Austria,2021-06-24,8922082,111443,7425936,83.230976805637965
Europe,Austria,2021-06-25,8922082,124542,7550478,84.6268617571549
Europe,Austria,2021-06-26,8922082,78571,7629049,85.507497016951874
Europe,Austria,2021-06-27,8922082,42112,7671161,85.979494472254345
Europe,Austria,2021-06-28,8922082,52406,7723567,86.566868585157579
Europe,Austria,2021-06-29,8922082,93953,7817520,87.619907550726381
Europe,Austria,2021-06-30,8922082,116387,7933907,88.924390069492759
Europe,Austria,2021-07-01,8922082,119416,8053323,90.262822063280751
Europe,Austria,2021-07-02,8922082,116224,8169547,91.565477654206717
Europe,Austria,2021-07-03,8922082,71968,8241515,92.37210552424871
Europe,Austria,2021-07-04,8922082,55435,8296950,92.9934291121736
Europe,Austria,2021-07-05,8922082,47406,8344356,93.524762493776677
Europe,Austria,2021-07-06,8922082,83858,8428214,94.464655222850453
Europe,Austria,2021-07-07,8922082,96091,8524305,95.5416572051232
Europe,Austria,2021-07-08,8922082,98788,8623093,96.648887557859254
Europe,Austria,2021-07-09,8922082,91517,8714610,97.674623479138617
Europe,Austria,2021-07-10,8922082,52363,8766973,98.261515641752666
Europe,Austria,2021-07-11,8922082,31553,8798526,98.615166280695462
Europe,Austria,2021-07-12,8922082,37314,8835840,99.033387050242311
Europe,Austria,2021-07-13,8922082,76191,8912031,99.8873469219404
Europe,Austria,2021-07-14,8922082,82951,8994982,100.81707386235634
Europe,Austria,2021-07-15,8922082,65577,9060559,101.55207046965047
Europe,Austria,2021-07-16,8922082,82834,9143393,102.48048605695396
Europe,Austria,2021-07-17,8922082,52102,9195495,103.06445289339416
Europe,Austria,2021-07-18,8922082,28724,9224219,103.38639568656734
Europe,Austria,2021-07-19,8922082,32628,9256847,103.75209508273966
Europe,Austria,2021-07-20,8922082,48449,9305296,104.29511856089195
Europe,Austria,2021-07-21,8922082,68585,9373881,105.06382927213626
Europe,Austria,2021-07-22,8922082,70656,9444537,105.85575205428508
Europe,Austria,2021-07-23,8922082,72637,9517174,106.66987817417504
Europe,Austria,2021-07-24,8922082,51876,9569050,107.25131196956046
Europe,Austria,2021-07-25,8922082,28832,9597882,107.57446524252971
Europe,Austria,2021-07-26,8922082,31533,9629415,107.92789171854731
Europe,Austria,2021-07-27,8922082,54995,9684410,108.54428372211777
Europe,Austria,2021-07-28,8922082,57375,9741785,109.18735111378712
Europe,Austria,2021-07-29,8922082,45841,9787626,109.70114374649324
Europe,Austria,2021-07-30,8922082,57023,9844649,110.34026587067906
Europe,Austria,2021-07-31,8922082,36277,9880926,110.74686379255425
Europe,Austria,2021-08-01,8922082,27623,9908549,111.05646641669512
Europe,Austria,2021-08-02,8922082,28796,9937345,111.37921619639901
Europe,Austria,2021-08-03,8922082,47486,9984831,111.91144622970288
Europe,Austria,2021-08-04,8922082,47141,10031972,112.43980945254705
Europe,Austria,2021-08-05,8922082,41231,10073203,112.90193253099446
Europe,Austria,2021-08-06,8922082,47311,10120514,113.43220113870282
Europe,Austria,2021-08-07,8922082,30280,10150794,113.77158380745659
Europe,Austria,2021-08-08,8922082,25531,10176325,114.05773898962148
Europe,Austria,2021-08-09,8922082,15976,10192301,114.23680033427175
Europe,Austria,2021-08-10,8922082,40745,10233046,114.69347625363677
Europe,Austria,2021-08-11,8922082,40408,10273454,115.14637502771214
Europe,Austria,2021-08-12,8922082,31385,10304839,115.49814269808326
Europe,Austria,2021-08-13,8922082,26990,10331829,115.80065056564153
Europe,Austria,2021-08-14,8922082,18717,10350546,116.01043343919054
Europe,Austria,2021-08-15,8922082,9373,10359919,116.11548739408582
Europe,Austria,2021-08-16,8922082,23865,10383784,116.38296980458149
Europe,Austria,2021-08-17,8922082,25590,10409374,116.66978626737571
Europe,Austria,2021-08-18,8922082,26178,10435552,116.96319312017083
Europe,Austria,2021-08-19,8922082,25761,10461313,117.25192617597551
Europe,Austria,2021-08-20,8922082,26545,10487858,117.54944641844807
Europe,Austria,2021-08-21,8922082,17036,10504894,117.74038839813399
Europe,Austria,2021-08-22,8922082,7920,10512814,117.82915691651343
Europe,Austria,2021-08-23,8922082,9251,10522065,117.93284347756499
Europe,Austria,2021-08-24,8922082,20002,10542067,118.15702881905817
Europe,Austria,2021-08-25,8922082,15788,10557855,118.33398303221155
Europe,Austria,2021-08-26,8922082,21935,10579790,118.57983372042536
Europe,Austria,2021-08-27,8922082,19414,10599204,118.7974286719176
Europe,Austria,2021-08-28,8922082,9530,10608734,118.90424230577572
Europe,Austria,2021-08-29,8922082,3539,10612273,118.94390793538996
Europe,Austria,2021-08-30,8922082,9659,10621932,119.05216742011562
Europe,Austria,2021-08-31,8922082,18033,10639965,119.25428392162279
Europe,Austria,2021-09-01,8922082,14823,10654788,119.42042227363522
Europe,Austria,2021-09-02,8922082,16152,10670940,119.60145625202728
Europe,Austria,2021-09-03,8922082,16839,10687779,119.79019022689997
Europe,Austria,2021-09-04,8922082,14568,10702347,119.95347050161611
Europe,Austria,2021-09-05,8922082,2354,10704701,119.97985447791221
Europe,Austria,2021-09-06,8922082,7721,10712422,120.06639257518592
Europe,Austria,2021-09-07,8922082,16183,10728605,120.24777400611202
Europe,Austria,2021-09-08,8922082,15248,10743853,120.418675820285
Europe,Austria,2021-09-09,8922082,16785,10760638,120.60680455525963
Europe,Austria,2021-09-10,8922082,19743,10780381,120.82808698687144
Europe,Austria,2021-09-11,8922082,14039,10794420,120.98543815221605
Europe,Austria,2021-09-12,8922082,3234,10797654,121.021685297221
Europe,Austria,2021-09-13,8922082,9427,10807081,121.1273444920143
Europe,Austria,2021-09-14,8922082,20104,10827185,121.35267306442599
Europe,Austria,2021-09-15,8922082,17749,10844934,121.5516064523953
Europe,Austria,2021-09-16,8922082,19430,10864364,121.76938073422774
Europe,Austria,2021-09-17,8922082,25044,10889408,122.05007754916397
Europe,Austria,2021-09-18,8922082,13114,10902522,122.19706117921803
Europe,Austria,2021-09-19,8922082,3865,10906387,122.24038066451305
Europe,Austria,2021-09-20,8922082,10649,10917036,122.35973621403613
Europe,Austria,2021-09-21,8922082,21612,10938648,122.60196667100796
Europe,Austria,2021-09-22,8922082,22034,10960682,122.84892696570151
Europe,Austria,2021-09-23,8922082,19111,10979793,123.06312584887698
Europe,Austria,2021-09-24,8922082,25281,11005074,123.34647899447685
Europe,Austria,2021-09-25,8922082,11908,11016982,123.47994560014131
Europe,Austria,2021-09-26,8922082,2677,11019659,123.50994980767942
Europe,Austria,2021-09-27,8922082,11235,11030894,123.63587333091088
Europe,Austria,2021-09-28,8922082,19452,11050346,123.85389419196102
Europe,Austria,2021-09-29,8922082,21820,11072166,124.09845594335494
Europe,Austria,2021-09-30,8922082,21990,11094156,124.34492307961303
Europe,Austria,2021-10-01,8922082,24934,11119090,124.62438699846068
Europe,Austria,2021-10-02,8922082,12331,11131421,124.76259464999313
Europe,Austria,2021-10-03,8922082,2361,11133782,124.78905708331307
Europe,Austria,2021-10-04,8922082,13627,11147409,124.94179049239852
Europe,Austria,2021-10-05,8922082,24208,11171617,125.21311729706137
Europe,Austria,2021-10-06,8922082,28658,11200275,125.53432035258139
Europe,Austria,2021-10-07,8922082,24790,11225065,125.81217029836758
Europe,Austria,2021-10-08,8922082,33263,11258328,126.18498686741502
Europe,Austria,2021-10-09,8922082,13838,11272166,126.34008519536135
Europe,Austria,2021-10-10,8922082,2369,11274535,126.36663729385135
Europe,Austria,2021-10-11,8922082,14358,11288893,126.52756385785291
Europe,Austria,2021-10-12,8922082,22638,11311531,126.78129387288752
Europe,Austria,2021-10-13,8922082,27676,11339207,127.09149052878017
Europe,Austria,2021-10-14,8922082,26734,11365941,127.39112911089587
Europe,Austria,2021-10-15,8922082,29716,11395657,127.72419038515899
Europe,Austria,2021-10-16,8922082,11639,11407296,127.8546419994795
Europe,Austria,2021-10-17,8922082,2044,11409340,127.877551450435
Europe,Austria,2021-10-18,8922082,16899,11426239,128.0669579140833
Europe,Austria,2021-10-19,8922082,24541,11450780,128.34201703145075
Europe,Austria,2021-10-20,8922082,30762,11481542,128.68680202670186
Europe,Austria,2021-10-21,8922082,30207,11511749,129.02536650077863
Europe,Austria,2021-10-22,8922082,35473,11547222,129.42295307306074
Europe,Austria,2021-10-23,8922082,16457,11563679,129.60740553606209
Europe,Austria,2021-10-24,8922082,3264,11566943,129.64398892545483
Europe,Austria,2021-10-25,8922082,16479,11583422,129.82868796767391
Europe,Austria,2021-10-26,8922082,8016,11591438,129.91853246809433
Europe,Austria,2021-10-27,8922082,32628,11624066,130.28423186426664
Europe,Austria,2021-10-28,8922082,29848,11653914,130.61877261383609
Europe,Austria,2021-10-29,8922082,36827,11690741,131.03153501615429
Europe,Austria,2021-10-30,8922082,18601,11709342,131.24001774473717
Europe,Austria,2021-10-31,8922082,4158,11713500,131.28662121688637
Europe,Austria,2021-11-01,8922082,3968,11717468,131.33109514124618
Europe,Austria,2021-11-02,8922082,32586,11750054,131.69632379527559
Europe,Austria,2021-11-03,8922082,46570,11796624,132.21828716660528
Europe,Austria,2021-11-04,8922082,50562,11847186,132.78499345780503
Europe,Austria,2021-11-05,8922082,67507,11914693,133.54162178738102
Europe,Austria,2021-11-06,8922082,42080,11956773,134.01326058200317
Europe,Austria,2021-11-07,8922082,20952,11977725,134.24809366244338
Europe,Austria,2021-11-08,8922082,49346,12027071,134.8011708477909
Europe,Austria,2021-11-09,8922082,71827,12098898,135.60621836921024
Europe,Austria,2021-11-10,8922082,76452,12175350,136.46310356708221
Europe,Austria,2021-11-11,8922082,88671,12264021,137.45694110410551
Europe,Austria,2021-11-12,8922082,105745,12369766,138.6421465303726
Europe,Austria,2021-11-13,8922082,67078,12436844,139.39396656520307
Europe,Austria,2021-11-14,8922082,42163,12479007,139.86653563596479
Europe,Austria,2021-11-15,8922082,72422,12551429,140.67825200440885
Europe,Austria,2021-11-16,8922082,94529,12645958,141.73774686222342
Europe,Austria,2021-11-17,8922082,110722,12756680,142.97873523242671
Europe,Austria,2021-11-18,8922082,123022,12879702,144.35758380162838
Europe,Austria,2021-11-19,8922082,145071,13024773,145.98356078771749
Europe,Austria,2021-11-20,8922082,91142,13115915,147.00509365414933
Europe,Austria,2021-11-21,8922082,57885,13173800,147.6538772004113
Europe,Austria,2021-11-22,8922082,90738,13264538,148.6708819757541
Europe,Austria,2021-11-23,8922082,115566,13380104,149.96616260644095
Europe,Austria,2021-11-24,8922082,133844,13513948,151.4663057344687
Europe,Austria,2021-11-25,8922082,134724,13648672,152.97631203120528
Europe,Austria,2021-11-26,8922082,161910,13810582,154.79102299216706
Europe,Austria,2021-11-27,8922082,103715,13914297,155.95347588152632
Europe,Austria,2021-11-28,8922082,54687,13968984,156.56641577604867
Europe,Austria,2021-11-29,8922082,91034,14060018,157.58673816268444
Europe,Austria,2021-11-30,8922082,111579,14171597,158.83733191423258
Europe,Austria,2021-12-01,8922082,130727,14302324,160.3025392503678
Europe,Austria,2021-12-02,8922082,134422,14436746,161.80916068693384
Europe,Austria,2021-12-03,8922082,159133,14595879,163.59274662573154
Europe,Austria,2021-12-04,8922082,96760,14692639,164.67724685785223
Europe,Austria,2021-12-05,8922082,44468,14737107,165.17565070574335
Europe,Austria,2021-12-06,8922082,90796,14827903,166.19330555356922
Europe,Austria,2021-12-07,8922082,124484,14952387,167.58854043260308
Europe,Austria,2021-12-08,8922082,58137,15010524,168.24014843172256
Europe,Austria,2021-12-09,8922082,120869,15131393,169.59486586202638
Europe,Austria,2021-12-10,8922082,155427,15286820,171.33691441078437
Europe,Austria,2021-12-11,8922082,88276,15375096,172.32632473003497
Europe,Austria,2021-12-12,8922082,39347,15414443,172.76733166092848
Europe,Austria,2021-12-13,8922082,82518,15496961,173.6922054740138
Europe,Austria,2021-12-14,8922082,103742,15600703,174.85496098332206
Europe,Austria,2021-12-15,8922082,120150,15720853,176.20161975646491
Europe,Austria,2021-12-16,8922082,121487,15842340,177.56326382115745
Europe,Austria,2021-12-17,8922082,133055,15975395,179.054563721786
Europe,Austria,2021-12-18,8922082,79152,16054547,179.94171091456008
Europe,Austria,2021-12-19,8922082,44333,16098880,180.43860166270608
Europe,Austria,2021-12-20,8922082,83439,16182319,181.37379817849691
Europe,Austria,2021-12-21,8922082,86822,16269141,182.3469118530854
Europe,Austria,2021-12-22,8922082,80739,16349880,183.25184637397413
Europe,Austria,2021-12-23,8922082,47259,16397139,183.781532158077
Europe,Austria,2021-12-24,8922082,6623,16403762,183.8557637107572
Europe,Austria,2021-12-25,8922082,4301,16408063,183.90396994782159
Europe,Austria,2021-12-26,8922082,15922,16423985,184.08242605257382
Europe,Austria,2021-12-27,8922082,56372,16480357,184.71425167354437
Europe,Austria,2021-12-28,8922082,55563,16535920,185.33700990419052
Europe,Austria,2021-12-29,8922082,52795,16588715,185.92874398598894
Europe,Austria,2021-12-30,8922082,37826,16626541,186.35270332642088
Europe,Austria,2021-12-31,8922082,9165,16635706,186.45542598689408
Europe,Austria,2022-01-01,8922082,3339,16639045,186.49284998725633
Europe,Austria,2022-01-02,8922082,19199,16658244,186.7080351873027
Europe,Austria,2022-01-03,8922082,44547,16702791,187.20732447874835
Europe,Austria,2022-01-04,8922082,50002,16752793,187.76775420804248
Europe,Austria,2022-01-05,8922082,55678,16808471,188.39180137550855
Europe,Austria,2022-01-06,8922082,19359,16827830,188.60877987895651
Europe,Austria,2022-01-07,8922082,67127,16894957,189.36114911295368
Europe,Austria,2022-01-08,8922082,43585,16938542,189.84965616769719
Europe,Austria,2022-01-09,8922082,18977,16957519,190.06235315927381
Europe,Austria,2022-01-10,8922082,44266,17001785,190.5584929616204
Europe,Austria,2022-01-11,8922082,54975,17056760,191.17466080226566
Europe,Austria,2022-01-12,8922082,58808,17115568,191.83378946752563
Europe,Austria,2022-01-13,8922082,59817,17175385,192.50422715236198
Europe,Austria,2022-01-14,8922082,69545,17244930,193.28369768401589
Europe,Austria,2022-01-15,8922082,34790,17279720,193.67362909240242
Europe,Austria,2022-01-16,8922082,15238,17294958,193.8444188251128
Europe,Austria,2022-01-17,8922082,36447,17331405,194.25292213185219
